Question,Column1,Answer,Label
"['The son of this film\'s director claims that Charlie Chaplin\'s Chinese projectionist would faint every time he showed this movie. A scene set ""eight years later"" in this film shows a man with a metal box strapped around his neck bicycling down the street dressed in a nun\'s habit. An androgynous woman pokes at a severed hand with a cane in this film, only to be hit by a car; one of the two figures watching her from an upstairs window then drags two pianos filled with decaying dead donkeys across the room. The most recognizable scene in this film shows a woman\'s eyeball slowly cut by a razor blade. For 10 points, name this surrealist 1921 film, a collaboration between Salvador Dali and Luis Bunuel.']",0.561154182,['Un chien andalou '],artwork
"['The upper left portion of this painting shows a pink-striped awning, while the upper right shows multiple people in close conversation and dark foliage in the background. Located in the Phillips Collection in Washington D.C., it also depicts the artist Gustave Caillebotte (ky-""BOAT""), who is donning a white shirt and a straw hat. This painting also notably depicts the artist\'s future wife, the seamstress Aline Charigot (shar-ee-GO), who is playing with a (*) small dog in the foreground. For 10 points, name this Impressionist painting depicting a noonday meal, a work of Pierre-Auguste Renoir.']",0.196215191,['Luncheon of the Boating Party'],artwork
"['One statue in this work is that of two cherubs embracing, whose eyes are fixed on the central figure from the background, while the other cherub statue at the left of this painting holds its index finger toward its lips. A reclined man at the bottom left of this work has his right fingers curled toward the viewer while his left hand holds a black hat. A white dog at the lower right looks up at the central action of this painting as a man sits under a tree with his arms outstretched. Meanwhile, a shoe becomes airborne. For 10 points, name this work where a woman in pink sits in a red seat and clutches ropes as she moves through the air, a painting by Jean-Honore Fragonard.']",0.970619954,['The Swing '],artwork
"['Close inspection of the upper left of this work reveals ghostly ruins in the clouds, a remnant of the modifications made to it by Dosso Dossi. A pheasant sits in a tree in its upper right, above a wooden bucket displaying a nameplate. In the lower left of this painting, an orange-clad man puts his arm around the shoulders of a donkey, who stands next to a cask which a kneeling young woman is draining. Much of its current background, including the stone promontory, was actually painted by Titian, who created most of the other works in Alfonso d\'Este\'s ""alabaster chamber"", which was this painting\'s original home. A black eagle lurks in the middle of this work\'s central scene, directly behind the quince-holding Cybele and the amorous Neptune. It depicts two scenes from Ovid\'s Fasti, with Priapus attempting to seduce the sleeping Lotis on the right. For 10 points, identify this painting that depicts a bacchanal involving a group of deities, a work by Giovanni Bellini.']",0.204835152,['The Feast of the Gods'],artwork
"[""Vasari described a Vallombrosa version of this work. In this painting, three thin plants appear behind the central figures, and the left foot of the central figure pokes out from behind little plants and flowers. That central figure is dressed in a red dress with a large blue cloth draped over her, and holds the Sedes Sapientiae. It was initially created as a wedding gift for (*) Lorenzo Nasi, but the paintings department of Florence's Opificio Delle Pietre Dure worked to remaster this painting, which was broken into seventeen pieces following a 1548 earthquake. The title creature is a foretelling of Christ's violent death in, for 10 points, which Rapael Madonna in which a young John the Baptist hands the baby Jesus the titular bird?""]",0.979298862,['Madonna of the Goldfinch '],artwork
"['A figure from Veronese\'s Rape of Europa was the basis for a woman on the right side of this painting who lets liquid spill from a golden vessel she is holding. The artist accidentally mistranscribed an inscription in this painting organizing the letters in columns rather than right to left. The central figure\'s right arm knocks over a holy silver chalice that was stolen from the Jewish Temple and blasphemously filled with wine. The main figure wears small crescent-moon earrings and a bejeweled turban topped by a crown. Rabbi Menasseh ben Israel gave the artist the Aramaic text ""MENE MENE TEKEL UPHARSIN"" that was used as the mystical inscription drawn by a floating hand in this painting based on a scene from the Book of Daniel. Featuring several figures based on the artist\'s studies of Jews in Amsterdam, for 10 points, name this Rembrandt painting showing a Babylonian king disturbed by writing on the wall.']",0.520260601,"[""Belshazzar's Feast""]",artwork
"[""Across the street from this building, its architect designed a row of four mansions much better matching modern architecture on Erasmus Lane. Each room in this building matches its patron's criteria of having a bed fit in at least two directions, direct water and drainage, and access to the outside, and a corner window looks out on the city near this building, providing light to the interior, as does the skylight in its flat roof. The designer of this building used his namesake joints in the design for his Red and Blue Chair. Its bottom floor has a kitchen, storage room, servant's room, reading room, and studio space, which the designer used for a few years as his own office. On the other hand, in order to provide expansive room for children to play in the day, and private bedrooms at night, the concertina walls on its upper floor can divide the area into one room or six, and its exterior used elementarism, which combined white and gray surfaces with horizontal and vertical accents in black and primary colors, a technique developed by Theo van Doesburg. Designed by Gerrit Rietveld, for 10 points, name this building in Utrecht, an architectural example of De Stijl.""]",0.234812894,['Rietveld Schroder House'],artwork
"['Kenneth Clark argued that this painting was ultimately derived from a cast of the Borghese Hermaphroditus, and analysis established that a sheet in this painting was originally a deep mauve that has faded. Jose Lopez-Rey argued that an excessive 1965 cleaning of this painting revealed ""tentative contours"", though that cleaning also provided evidence against a theory about the overpainting of a face, and Lopez-Rey also argued that this painting used the same model that appears in the artist\'s Coronation of the Virgin for Elisabeth of Frances. A single brushstroke of black-laden paint was used to trace the line from the middle of the primary figure\'s back to her thigh, and a winged child drapes ribbons of pink and grey over the ebony frame of a mirror, which reflects the face of the primary figure, who is a brunette sitting on a sheet of grey-black satin. For 10 points, name this painting of a recument goddess of love staring at her reflection, a work of Diego Velazquez.']",0.25050471,['Rokeby Venus'],artwork
"['This structure contains a semicircular work with two figures sitting alongside a plaque with the names of Azor and Sadoch. Another work housed in it features an ornately dressed man handing another man dressed in white a bowl of stones. That painting is located on the opposite wall of its Trials of Moses. Other works in it include one originally featuring nude figures, but undergarments were soon painted on. In another work in this structure, a snakelike figure curls around a tree while Adam and Eve are expelled from the Garden of Eden. For 10 points, name this building, the ceiling of which is a fresco painted by Michelangelo in which Adam and God reach out to each other.']",0.323070817,['Sistine Chapel '],artwork
"['In this painting, a small brown dog stands next to a figure on the far right holding a marching drum. In the center background, a man can be seen holding a blue and yellow flag. In the front, Willen van Ruytenbruch, dressed in yellow with a white sash, stands next to the main figure, who is dressed in black with a red sash. The figures seen in this work are from a militia company led by Captain Franz Banning Cocq. For 10 points, name this Rembrandt work that shows a group of soldiers against a dark background.']",0.995374347,['The Night Watch '],artwork
"['The hand of the central figure of this painting casts a shadow upon the yellow jacket of the figure immediately to the right of the central figure. This painting includes a cut-off drum on the far right and a figure holding a yellow and blue flag. Light shines particularly strongly upon a little girl standing next to man in red holding a rifle on the left side of this work. The central figure of this painting, who wears a black hat and red sash, is Franz Banning Cocq. For 10 points, name this group portrait by Rembrandt whose name references the darkness of the canvas.']",0.509762825,['The Night Watch '],artwork
"['This painting depicts a boy in yellow and red with a feathered hat sitting next to a man who points questioningly at its title figure. In this painting, a sword adorns the belt of a boy in black conversing with a figure on the right. This painting hangs next to ""The Martyrdom"" and ""The Inspiration"" paintings of the title figure. A faint halo can be seen on a man at the right of this painting who [*] extends his arm to the title figure, who is looking down at some coins on a table. The setting of this painting is lit by a window at the upper right. For 10 points, name this painting portraying the story of Jesus summoning a tax-collecting apostle, painted by Caravaggio.']",0.474988346,['The Calling of St. Matthew'],artwork
"['One character in this film convinces another man to follow him by claiming he needs help carrying a number of antique swords and mirrors that he discovered in a buried tomb. At the end of this film a man asks about the whereabouts of a missing dagger with a pearl handle when he is criticized for stealing clothes off the back of a living baby. A character describes finding a bonnet, a piece of rope, and an amulet case with red brocade in the forest. In this film a medium channels the voice of a murdered soldier at a trial after the bandit Tajomaru asserts he never killed anyone. At the beginning of this film a rainstorm traps a priest, a peasant, and a woodcutter in the ruined gate. Based on the short story ""In a Grove,"" for 10 points, name this film centering on four differing accounts of a rape, directed by Akira Kurosawa.']",0.746958994,['Rashomon'],artwork
"['Mariana of Austria is one figure that can be seen in this painting, which also includes a man pausing in the background on a flight of stairs and a large brown dog resting in the bottom front right. In the background, two figures of royalty can be seen reflected in a mirror. This painting shows a scene inside the Alcazar palace of Philip IV; to the far left is the painter himself working on a large canvas while in the center a group of servants, or ladies in waiting, attend to the (*) Infanta Margarita. For 10 points, name this painting by Diego Velazquez whose title translates as ""The Maids of Honor"".']",0.793230177,['Las Meninas '],artwork
"['It was possibly inspired by a dream documented in the Tibetan text Life of Milarepa. Its subtitle is ""Which, when enlarged, will fill the sky"" and its design is influenced by the artist\'s earlier Sleeping Child and the Maiastra series. The first piece of this name was mounted on a conical support while, in later versions, an irregular stem was used. When Edward Steichen tried to bring one through U.S. Customs, the officer classified it as a propeller blade and charged a $600 duty. The work eliminates any superficial likeness and lengthens the body swell of the titular animals, reducing to an oval plane its head and beak. FTP, name this sculpture series depicting the essence of flight by Constantin Brancusi.']",0.559759187,"['""Birds in Space""']",artwork
"[""The tombs at Paestum contain ancient examples of them, but their technique was best explained by Cennino Cennini. They were seldom made in Venice, but proliferated elsewhere after the decoration of the Upper Church of St. Francis at Assisi, and they can be secco or buon. In addition to Mantegna's in the Camera degli Sposi and Piero's History of the True Cross in his cycle at Arezzo, famous ones include Giotto's in the Arena chapel, Masaccio's The Tribute Money, and Michelangelo's Sistine Chapel ceiling. FTP, name this type of painting done on plaster.""]",0.413528735,['fresco '],artwork
"[""The central scene in this painting relied heavily on an emblem in Andrea Alciati's Liber Eblemata, a popular book of the time, according to Jonathan Brown, an expert on the artist. Brown also recently confirmed the attribution of the artist's Portrait of a Man, featuring a man who reappears at the far right of this canvas. It remains the most famous of 12 scenes painted for the Hall of Realms in a new state palace at the time. Two clusters of figures dominate the space, and among those on the left we see the head of a horse peeking out over the shoulder of a man in bright white, which is contrasted with the hind quarters of the same horse standing out on the right. The center focuses on an exchange of keys between two men, Justin of Nassau and the opposing general, Ambrogio Spinola. For 10 points, name this painting depicting the 1625 Dutch capitulation at the titular fortress, a work by Diego Velazquez.""]",0.360953148,['Surrender of Breda '],artwork
"['At the top left hand corner of this painting, a cut off figure\'s hands hold a writing utensil, and another figure lays on his side behind a man wearing a brown jacket. Another figure rests his head on a railing, while the rightmost figure in this work is the artist himself, although that depiction of the artist is actually attributed to the artist\'s wife, Susan. Joseph Leidy and Ellwood Kirby also appear in this work, and Mary Clymer is one of two (*) females to appear in it. A Latin inscription on the frame calls its title figure ""the most venerated and beloved man"", and the figures in it contrast with those of a work which included Franklin West. For 10 points, name this depiction of a masectomy that is presided over by the title University of Pennsylvania surgeon, a work Thomas Eakins.']",0.786865997,['The Agnew Clinic '],artwork
"['One room in these locations was topped by a bronze shield that could be elevated and lowered with chains. 130 curse tablets were discovered at one of these places dedicated to the goddess Sulis. In these locations, citizens made use of the sharp strigil in a practice depicted in the Apoxyomenos sculpture. They made use of hypocaust technology and contained an outdoor palaestra used for exercise. Famous examples of these structures were built by Diocletian and Caracalla. They contained the apodyterium, but their most frequently-used rooms were the frigidarium, tepidarium, and caldarium. For 10 points, name these public structures, also known as thermae, where Romans cleaned themselves']",0.448625414,['Roman baths '],artwork
"[""This building's window depicting Joseph is inscribed Clemens vitrearius carnotensis me fecit, the only signed example of a window from its period. A Camille Pissarro painting portrays an old market in front of this building, one of whose towers was funded by allowing donors to eat butter during Lent. A tomb in this building supposedly contains the heart of Richard the Lion-Heart. Its transcept features the Bookseller's Stairway, and its lantern tower was rebuilt with a cast-iron spire in the nineteenth century, making it the largest building in the world from 1876 to 1880. A set of paintings depicting light striking this building at different times of the day was painted in 1892 and 1893. For 10 points, name this cathedral in Northwestern France, the subject of a series of paintings by Claude Monet.""]",0.839867402,['Rouen Cathedral'],artwork
"['Its architect designed a clock with an hour hand only and a weathervane which can be read from indoors, both located in its east portico. It was one of the earliest buildings with a dumbwaiter, and its dining room table was folded up between meals. Several of its rooms are named for their shape, such as the ""North Octagonal"" and ""South Square"" rooms. While the master bedroom incorporates elements from the Roman temple of Fortuna Virilis, the most major influence on it was the villas of Andrea Palladio that its inhabitant and designer had seen while abroad; the Villa Rotonda, for example, inspired its famous dome. FTP, name this Virginia home of Thomas Jefferson.']",0.412426841,['Monticello'],artwork
"['Friezes removed from this building in 1812 are now housed in the British museum and are known as the Elgin Marbles. This building housed a statue that holds Nike in her right hand; that statue was created by Phidias (""FID-ee-us"") and is a cult statue dedicated to Athena. For 10 points, name this temple with Doric columns on the Acropolis in Athens.']",0.071840086,['The Parthenon'],artwork
"['This composer referred one of his works as his ""war symphony"", which he wrote as a response to World War II. Along with Symphony in Three Movements, he composed an opera based on the paintings of Hogarth and wrote an atonal ballet for twelve dancers known as Agon. He composed a work lacking violins and violas, whose three sections were inspired by three chapters of the Bible. In addition to Symphony of Psalms, another of his ballets sees Prince Ivan helped by the title creature, while the section ""Adoration of the Earth"" begins another of his works. For 10 points, name this Russian composer of The Firebird and The Rite of Spring.']",0.223441031,['Igor Stravinsky'],composer
"['One work by this composer contains a C minor theme representing the hero and an E major theme representing the hero\'s mother, the Coriolan Overture. One of his piano works is Bagatelle no. 25 in A minor, while another does not follow traditional sonata form and thus has ""Almost a [*] fantasy"" appended to its title; those works are usually known as ""Fur Elise"" and ""Moonlight"". For 10 points, identify this composer who included the ""Eroica"" and ""Choral"" in his nine symphonies.']",0.381180554,['Ludwig van Beethoven '],composer
"['This musician\'s namesake trio included pianist Teddy Wilson, and he then added vibraphonist Lionel Hampton to form his quartet. Many of his recordings were sung by Peggy Lee, including ""Why Don\'t You Do Right?"". His band performed on the TV show Let\'s Dance, and in 1938 he became the first jazz musician to lead a band at Carnegie Hall, where the performed ""Sing, Sing, Sing"". This Jewish musician is credited for hiring African Americans to play with him during the 1930s. Name this ""King of Swing"" who often performed with Gene Krupa and is generally regarded as the greatest jazz clarinetist.']",0.961688443,[''],composer
"['This composer included a poem apostrophizing a ""contented river"" in the score of one work. One of his works features seven exchanges between increasingly atonal flutes and a solo trumpet. Another has a first movement based on a theme found in ""Old Black Joe"" and ""Jesus Loves Me."" He ended his second symphony with a dissonant (*) ""Bronx cheer."" This composer had the woodwinds seek ""The Invisible Answer"" in the aforementioned The Unanswered Question. His second piano sonata has sections named for The Alcotts and Emerson and is called the Concord Sonata. Putnam\'s Camp and The Housatonic at Stockbridge are movements of another of his works. For 10 points, name this American composer of Three Places in New England.']",0.044473987,['Charles Edward Ives'],composer
"['He wrote a piece titled La mere et l\'enfant, originally for piano four hands, and contains a section called ""Petite Romance."" He based his Six melodies on poems by Victor Hugo, and his Trio in C minor shows some influence by Beethoven. Arthur Coquard finished this composer\'s four-act opera La Jacquerie, and this composer also wrote a ballet that contains a ""Pas des cymbals"" and some ""Danses marocaines."" One of his operas was based on Schiller\'s Die Vershworung des Fiesco zu Genua, and another of his operas sees Magared betraying her father\'s city to Karnac and is based on a Breton legend. He worked with Adolphe Fischer on one of his better known pieces, and another may have anticipated the release of Bizet\'s Carmen a month later with a first movement habanera. For 10 points, identify this French composer of the ballet Namouna, the operas Fiesque and Le roi d\'Ys, and the Cello Concerto in D minor, perhaps best known for a piece dedicated to Sarasate, Symphonie Espagnole.']",0.117532614,['Edouard-Victoire-Antoine Lalo'],composer
"['This composer\'s namesake ""snap"" occurs in the fourth movement of his String Quartet No. 4, which is entirely pizzicato, and he wrote an instructional set of 153 increasingly difficult piano pieces called Mikrokosmos. This composer of Music for [*] Strings, Percussion, and Celesta depicted a ""concrete jungle"" and three ""seduction games"" in his ballet The Miraculous Mandarin, and in his most famous opera, the title character\'s wife, Judith, coerces him to unlock seven disturbing rooms. For 10 points, name this 20th-century composer of Duke Bluebeard\'s Castle, a folk tune-collecting Hungarian.']",0.848515118,['Bela Viktor Janos Bartok'],composer
"['One of this composer\'s works opens with repeated E minor chords, and that unnamed movement ends with those same chords. The second movement of that work features a long trumpet solo while other groups of instruments pass around minor triads and is titled ""The Anfortas Wound."" One of this composer\'s works changes repeatedly between 3/2, 4/2, and 5/2 time and ends after a long trumpet fanfare; that work by this composer of Harmonielehre features a repetitive (*) woodblock beat. This composer also wrote a ""foxtrot"" in a series of dances which were taken from an opera-in-progress, and he was commissioned to write a work in memory of September 11. For 10 points, name this minimalist composer of On the Transmigration of Souls, Short Ride in a Fast Machine, and The Chairman Dances, which was taken from the early work for his opera, Nixon in China.']",0.775227253,['John Coolidge Adams'],composer
"['This man wrote much of one movement of a suite, marked ""covered in pedaling,"" in a dual 2/4 and 6/8 time signature. That movement, ""A Boat on the Ocean,"" is part of a suite that includes ""Noctuelles"" and ""Alborada del Gracioso."" This man uses a B-flat octave ostinato to depict a bell tolling near a hanged man in a piece whose third movement was written to be harder than (*) Balakirev\'s Islamey. This composer of Miroirs wrote a suite whose six movements, including a ""Forlane"" and ""Toccata,"" are each dedicated to a friend who died in World War I. This composer of Le Tombeau de Couperin included ""Le Gibet"" and ""Scarbo"" in Gaspard de la Nuit. Another piece features a repetitive melody in a crescendo over a snare drum ostinato. For 10 points, name this French composer of Pavane for a Dead Princess and Bolero.']",0.803459923,['Joseph-Maurice Ravel'],composer
"['In 1984, Alvin Ailey choreographed a work in memory of this musician ""with love"".']",0.822116137,['Charlie'],composer
"['In one of this composer\'s works, the pianist begins a piu mosso cadenza ad lib by using 16th notes to alternately arpeggiate B diminished 7th and D dominant 7th chords before the movement ends with a coda; the theme of that work is based on a Tantum Ergo motet written by this composer\'s student. A 6/4 andantino grazioso movement by this composer begins with arpeggiated G chords in the piano while the solo cello enters with a descending theme of G - F sharp - B. Zygmunt Stojowski said of this composer\'s (*) Piano Concerto No. 2 in G minor that ""it begins with Bach and ends with Offenbach. In another of his works, ""twinkle twinkle little star"" is quoted by the piano after the theme is introduced and repeated by the xylophone. For 10 points, name this composer of movements like ""Pianists,"" ""Fossils,"" and ""The Swan"" in The Carnival of the Animals.']",0.469539552,['Charles-Camille Saint-Saens'],composer
"['This composer wrote a masque containing ""Satan\'s Dance of Triumph"" that was based on engravings by Blake. This composer of Job included the song ""Bredon Hill"" in a song cycle based on A.E. Housman poems. His seventh symphony is an adaptation of his film score for Scott of the Antarctic. He wrote a tone poem about a (*) bird ""lost on his aerial rings"" in a poem by George Meredith. This man used two separate string orchestras and a string quartet for a ""Jacobean Fantasy"" based on a tune he included in an English hymnal. His second symphony references hansom cabs in its namesake city. For 10 points, name this British composer of The Lark Ascending, A London Symphony, and Fantasia on a Theme of Thomas Tallis.']",0.592400966,['Ralph Vaughan Williams'],composer
"['He composed an opera that includes a Roman emperor ordering Seneca to commit suicide, and the empress plotting to kill the title mistress of the emperor. He composed an opera based on The Odyssey entitled The Return of Ulysses to his Homeland. One of his operas includes the aria ""Possente spirto"" (poe-SENT-tay SPEAR-tow). His opera about Nero\'s court is The Coronation of Poppea. His first opera was about a Greek musician who traveled to the underworld to rescue his dead wife. For 10 points, name this composer of Orfeo.']",0.528724457,['Claudio Giovanni Antonio Monteverdi'],composer
"['This man used the Book of Revelation for all but one movement of an orchestral work which describes celestial objects in movements such as ""The Constellation of Sagittarius."" This composer of Illuminations of the Beyond wrote the ""Tristan"" trilogy, whose second part is a symphony in which the statue, flower, and love themes recur in its ten movements. This composer also based many works off of his love of (*) ornithology, including his Catalogue of Birds. This composer is best-known for a work that he wrote for violin, cello, clarinet, and piano during his imprisonment by German soldiers during WWII. For 10 points, name this French composer of the Turangalila Symphony and Quartet for the End of Time.']",0.699135521,['Olivier Messiaen'],composer
"['This composer included a vocal and instrumental version of ""A Gentleman\'s Honor"" in his chamber opera about Eadweard Muybridge, The Photographer. One of his operas includes the title character, his wife, and his mother singing at the Window of Appearances and ends with the narrator reading from a guide book. The first act of one of his operas begins on the Kuru Field of Justice and goes to Tolstoy Farm, chronicling a civil rights leader\'s time in (*) South Africa. One work by this composer of Akhnaten, staged by Robert Wilson, begins with a chorus counting repeatedly. That work includes sections on a Night Train and a Spaceship, as well as interludes called Knee Plays. For 10 points, name this composer of Satyagraha and Einstein on the Beach.']",0.281831523,['Philip Morris Glass'],composer
"['In 1816, this man composed his first paid work, a cantata for the students of a Professor Watteroth entitled ""Prometheus."" Other works around that time include his libretto for the founder of the schoolmasters\' widows\' fund and an opera, Die Burgschaft. Due to the inept writing of men such as Georg von Hoffman, Josef Kupelweiser, and Franz von Schober, operas such as Alfonso and Estrella and Fierrbras were poorly received. Other works include a famous sonata for piano and arpeggione as well as an Ave Maria that was based on a poem by Sir Walter Scott. He is best known, however, for his Grand Duo Piano Sonata in C Major as well as songs like ""The Doppelganger"" and ""Die Schone Mullerin."" FTP, identify this German Romantic composer of Die Winterreise and the Trout Quintet.']",0.548349323,['Franz Schubert'],composer
"['Jimmy Mundy made an arrangement of Fletcher Henderson\'s ""King Porter Stomp"" for this bandleader. This jazz musician made a series of notable sextet recordings with the first great electric guitarist in jazz, Charlie Christian, which included ""Rose Room"". A trio he formed with his usual drummer and the pianist Teddy Wilson was the first major racially integrated jazz combo. This musician\'s most famous concert featured an unplanned subdued, impressionistic jazz solo by Jess Stacy and tom-tom solo by band drummer Gene Krupa. That concert from, January 1938, was the first ever jazz concert in Carnegie Hall and that piece was his signature number, by Louis Prima, ""Sing, Sing, Sing"". For 10 points, name this bandleader and clarinetist, known as the ""King of Swing""']",0.660259606,['Benny Goodman'],composer
"[""One of this man's operas ends in the Louisiana desert as a woman dies in the arms of her lover, the Chevalier des Grieux (shev-AHL-ee-ey day GROO). In addition to Manon Lescaut, (les-COW) this man also composed an opera about two men competing for the love of Minnie, entitled The Girl of the Golden West. Another of his works ends with Cio-Cio San (cho-cho san) stabbing herself with a sword. The seamstress Mimi dies in the presence of poor students in another work by him. For 10 points, name this Italian composer of Madama Butterfly and La Boheme.""]",0.185795091,['Giacomo Antonio Domenico Michele Secondo Maria Puccini'],composer
"['A concerto by this composer begins with the soloist playing some chords in the tonic G major, which the orchestra strangely repeats in the key of B major. The solo cello enters a bar later than expected in a concerto by this composer ending with a lively ""rondo alla polacca."" This composer included a ""cadenza, but without falling down"" for a concerto whose second movement dialogue between the piano and unison strings is often-compared to ""Orpheus taming the furies."" Yet another concerto by this composer begins by alternating single E-flat, A-flat, and B-flat chords from the orchestra with cadenza-like passages for the piano. Five timpani beats begin this composer\'s violin concerto, whose (*) disastrous premiere was allegedly marred by Franz Clement improvising a composition on an upside-down violin. Brahms\'s D major violin concerto is indebted to the violin concerto in the same key by this composer, whose fifth piano concerto has a regal nickname. For 10 points, name this composer of the ""Emperor"" piano concerto.']",0.738576441,['Ludvig van Beethoven'],composer
"['Liszt transcribed this composer\'s ""Wanderer Fantasy,"" and this man composed works for solo piano including Six Moments Musicaux and a Sonata in C Major, the ""Grand Duo."" Another work by this man features a fortissimo ascent in B flat while the title figure reminisces about a kiss. The allegro vivace first movement of one work by this composer includes arpeggios in A major and features the motif of a rising sextuplet. He composed a ""Great"" C major symphony, as well as the aforementioned ""Gretchen at the Spinning Wheel"" and the Trout Quintet. For 10 points, name this German composer of lieder, whose eighth symphony was left unfinished.']",0.602632824,['Franz Schubert'],composer
"['One of this man\'s works opens as the tenor trombone and then English horn quote from the medieval hymn Pange Lingua before the chorus enters with the Vexilla Regis Prodeunt, and that work also narrates an initiation ritual between a student and master. The body of that Hymn of Jesus was taken from the Gnostic gospels, while Thomas Hardy\'s The Return of the Native provided the inspiration for his tone poem Egdon Heath, and he inserted ""Greensleeves"" into the ""Dargason"" movement which concludes a suite written for string orchestra while he was music director at a girl\'s school. That period also saw the completion of the Brook Green Suite and a work which depicts ""The Mystic,"" ""The Bringer of Peace,"" and ""The Bringer of Jollity."" For 10 points, name this composer of St. Paul\'s Suite and The Planets.']",0.250953005,['Gustav Holst'],composer
"['In a suite by this composer, a hexatonic folk tune for English horn plays over pulsing pizzicato strings in the opening of the ""Super-Sadness"" movement. He included the melodies to ""Laredo"" and ""Git Along Little Dogies"" in the ""Cowboy Songs""movement of a film score that he wrote for Pare Lorentz. One of his operas concludes with a ""Funeral Hymn"" beginning with the words ""Where is where."" This composer, who derived his Acadian Songs and Dances from the film score to Louisiana Story, wrote the score to The Plow that Broke the Plains. In another of his operas, one character describes a Vision of the Holy Ghost with the words ""Pigeons on the grass, alas."" He served from 1940-1954 as the music critic for the New York Herald Tribune. His collaborations with Gertrude Stein include operas about Teresa of Avila and Susan B. Anthony. For 10 points, name this composer of The Mother of Us All and Four Saints in Three Acts.']",0.600189904,['Virgil Thomson'],composer
"[""This composer re-orchestrated Gluck's Iphigenie en Aulide and wrote his first and only symphony when he was 19. His first opera, The Fairies, was completed that same year, though it was never performed during his lifetime. His next major work, 1836's Forbidden Love, was based on Measure for Measure, and his first major success came in 1837 with Rienzi, the overture to which is still performed as a concert piece today. Often associated with the leitmotif, this is, for 10 points, what German composer who built the Bayreuth Festspielhaus and wrote The Flying Dutchman and the operatic Ring cycle?""]",0.481284558,['Wilhelm Richard Wagner'],composer
"['William Babell transcribed this man\'s harpsichord improvisations for the aria ""Vo\' far guerra,"" which is followed by Almirena begging Armida to let her weep in the aria ""Lascia ch\'io pianga"" in this man\'s opera Rinaldo. Another well-known aria by this composer asks that the title Persian king\'s dear plane tree be safe from storms, and is titled ""Ombra mai fu"" but often performed as ""Largo from Xerxes."" The chorus proclaims ""See, the conquering hero comes"" in this composer\'s oratorio Judas Maccabeus, and another oratorio features arias like ""I know that my Redeemer liveth."" For 10 points, name this Baroque composer of oratorios like Messiah.']",0.193386295,['George Frideric H\xc3\xa4ndel'],composer
"['Two simultaneous, mutually exclusive chords can be heard near the end of this composer\'s dissonant piece Unstern: Sinistre, disastro. He was inspired by the transportation of his son-in-law\'s coffin to Venice\'s Santa Lucia railway station to compose La lugubre gondola. Pieces entitled ""Forest Murmurs"" and ""Dance of the Gnomes"" make up this man\'s Two Concert Etudes. He included a show piece called ""Beside a Spring"" and two threnodies titled ""To the Cypresses of the Villa d\'Este"" in a three-part collection that also includes his Dante Sonata. Another of his works uses thirds in the center of the keyboard to depict the frantic galloping of a horse carrying a Ukrainian page. That work, nicknamed ""Mazeppa"", was included with ""Chasse-Neige"" and ""Will-o-the-Wisp"" in this man\'s 1852 collection of twelve difficult piano studies. For 10 points, identify this composer of Years of Pilgrimage and the Transcendental Etudes.']",0.320843757,['Franz Liszt '],composer
"[""The Latin Mass is the source of the titles of this composer's third symphony of this composer, who also wrote incidental music for a play by Rene Morax. This composer of A Christmas Cantata created a piece for solo flute for the play Dance of the Goat. This man's Amphion contains the notable Prelude, Fugue, and Postlude, and his Summer Pastoral was written for chamber orchestra. He collaborated with Ibert on his opera L'Aiglon, while Ida Rubinstein commissioned his Joan of Arc at the Stake. This critic of Satie collaborated with Cocteau on the opera Antigone, while his best known work is paired with Rugby and Mouvement Symphonique No. 3 and imitates the sound of a locomotive. For 10 points, name this member of Les Six, best known as the composer of Pacific 231.""]",0.942425117,['Arthur Honegger'],composer
"['This man composed variations for string trio which he called Amaryllis, as well as a work for cello and orchestra entitled A Song of Orpheus. Samuel Dushkin commissioned this man\'s violin concerto, which features two movements, introduzione and allegro risoluto. His seventh symphony has a third movement marked Cantabile intensamente and ends with a Scherzando brioso. One of his symphonies features Anteludium, Offertorium, and Postludium movements and he used the text of a Sears Roebuck catalogue for his Mail Order Madrigals. Besides his ninth symphony titled Le Fosse Ardeatine, another work has movements like ""When Jesus Wept"" and ""Chester"", while his third symphony is divided into a ""Chorale and Toccata"" and a ""Passacaglia and Fugue."" For 10 points, name this American composer of a tenth symphony titled American Muse and works like the New England Triptych.']",0.296066607,['William Schuman '],composer
"[""Religious-inspired works by this man include his Jeremiah Symphony and Chichester Psalms. This man's compositions include the scores for the ballets Facsimile and Fancy Free, and he composed the music for the film On the Waterfront. The first American to conduct at Milan's La Scala opera house, this man conducted the New York Philharmonic from 1958 to 1969. For 10 points, name this American conductor and composer of Westside Story.""]",0.765141275,['Leonard Bernstein'],composer
"['This musician\'s namesake chord progression begins with a cycle of ascending major thirds, and is featured on such songs as ""Moment\'s Notice"" and ""Lazy Bird"". His wife Alice played on his album Expression. Pieces named after the planets are featured on his album, Interstellar Space, which was recorded with drummer Rashied Ali and released posthumously. Critic Ira Gitler described this musician\'s improvisational style as ""sheets of sound,"" and tracks by this composer include one named for Paul Chambers, ""Mr. P.C."", as well as tracks like ""Naima"" and ""My Favorite Things."" For 10 points, identify this American jazz saxophonist who recorded albums such as Giant Steps and A Love Supreme.']",0.207146049,['John Coltrane'],composer
