"One suite by this composer includes a movement entitled Troika and depicts a fictional officer created in response to the Tsar misinterpreting a report. In addition to the Lieutenant Kije Suite, the piece Dance of the Knights is frequently excerpted from his ballet Romeo and Juliet. In another piece, an exchange between oboe and flute represents a quarrel between a bird and a duck, and the bassoon represents the grandfather of the title character. Writing that piece for a narrator and orchestra, for 10 points, name this Russian composer of Peter and the Wolf.",Sergei Prokofiev,composer
"In this opera's second act one character sings the aria ""In a moment"" right before stealing another woman's newborn child and running away from a cabin. The tenor demands musicians play the song ""Far and Wide"" so he can dance scandalously with the soprano, but is interrupted by the local sacristan who forbids him from marrying main character until he goes one year without getting drunk. This opera's first act begins with the chorus waiting to hear who has been drafted in the annual army conscription ceremony and it ends when one admirer slashes the ""rosy cheeks"" of the protagonist. At the end of this opera the corpse of a baby is discovered in the river next to the mill, and Kostelnicka confesses to murdering the illegitimate child so Laca would marry the title character, who was impregnated by her cousin Steva. For 10 points, name this Janacek opera about a Moravian village girl.",Jenůfa,composition
"Before dying, this artist left an unfinished painting featuring a woman in yellow standing on a horse while a man in brown and a red clown look on in a work entitled The Circus. This artist portrayed an orchestra playing with a company of dancers in Le Chahut and depicted a trombone player in La Parade. This artist painted Grey weather at a locale which became the setting of a piece featured next to a work entitled The Models. The painter of Bathers at Asnieres, for 10 points, was this French pointillist painter of a work entitled Sunday Afternoon on the Island of La Grande Jatte.",Georges Seurat,artist
"In one of this composer's operas, one character sings Tristes, apprets during preparations for her lover's funeral and the arietta Brillez, astres nouveaux features in the final act. He included Le turc genereux and Les Incas in one of his opera-ballets, and in another of his operas, Teucer's daughter Iphise is won by the titular slayer of a sea monster. This composer of Les Indes Galantes and Dardanus also composed an opera in which the Spartan princess Phoebe is jealous of Telaira's love with one of the titular twins. For 10 points, name this French Baroque composer of Castor and Pollux.",Jean-Philippe Rameau,artist
"One figure in this painting, illuminated by a cubic lantern, wears the yellow and white colors of the papacy and has a stigmata-like wound on his right hand. A companion piece to this painting is titled The Charge of the Mamelukes. The figures on the right side of this painting are all faceless. Several bloody corpses are strewn across the ground in this painting, while other figures cower in fear from soldiers with rifles. This work portrays ""the execution of the defenders of Madrid"" by a firing squad. For 10 points, name this work by Francisco Goya, set on the title date.",The Third of May 1808,artwork
"This work depicts the heroes from ""Bylina"" known as bogatyrs in its final movement, and its sixth movement compares Two Jews: Rich and Poor. Another movement depicts a hut with chicken legs belonging to the witch Baba Yaga, and five ""Promenades"" in this work represent walking between paintings. The final movement of this work is known as ""The Great Gate of Kiev,"" and this suite was inspired by a display of Viktor Hartmann's works. For 10 points, name this piano suite by Modest Mussorgsky.",Pictures at an Exhibition,composition
"A companion piece to this painting depicts Olive Trees in a Mountainous Landscape. A painting with the same name depicts a view of the artist's hometown ""over the Rhone."" The view outside the artist's sanitarium room window in Saint-Remy inspired this painting, whose right side shows a (*) church steeple rising in the middle of a small town. The left side of this painting is dominated by a dark, flamelike cypress tree, while blue rolling hills appear in its background. For ten points, identify this painting which depicts a swirling evening sky dotted with the title objects, created by Vincent van Gogh.",The Starry Night,artwork
"One of this composer's symphonies has a horn enter a recapitulation of the theme four bars before the rest of the orchestra, and that work's second movement is a funeral march. This composer wrote the ""Waldstein"" piano sonata and the ""Kreutzer"" violin sonata. One symphony by this composer opens with a G-G-G-E flat motif. One symphony he wrote sets the (*) Schiller poem ""Ode to Joy"" for chorus. For 10 points, name this composer of the Eroica symphony, whose 5th symphony has a ""fate knocking at the door"" theme, and who was deaf when he wrote his 9th.",Ludwig van Beethoven,composer
"This man included a banner of a grinning man among a group of revelers in his Burial of the Sardine. His painting Asmodea once decorated the so-called ""House of the Deaf Man"" along with a work where a man with long gray hair holds the body of a smaller individual. This artist created ""naked"" and ""clothed"" versions of the same maja, and included Witches' Sabbath and Saturn Devouring His Son in a series. Also known for depicting the family of Charles IV, this man is best known for his Black Paintings and a painting where the central figure is illuminated as he faces a firing squad on the titular date. For 10 points, name this Spanish artist of The Third of May, 1808.",Francisco Goya,artist
"This artist depicted a red-haired woman bending around a man's neck in Vampire. His Frieze of Life series includes a painting of his sister sitting in a wicker chair while surrounded by black-clad family members in (*) Death in the Sick Room. In his most famous work, two dark figures walk behind a person standing on a bridge under a red sky, who clutches his head while performing the title action. For 10 points, identify this Norwegian artist of The Scream.",Edvard Munch,artist
"These pieces inspired Philip Glass' Violin Concerto Number Two, and the first recording of these works was made by Bernardino Molinari. The second of these pieces begins Allegro non molto and is catalogued as RV 315. These works caused Francesco Geminiani (fran-CHES-co je-MEE-nee-ah-nee) to complain, ""Imitating the Cock, Cuckoo, Owl and other birds"" were ""Tricks that rather belong to the Professors of Legerdemain and Posture-makers than to the art of Music."" Notes from the composer in this piece include ""the drunkards have fallen asleep"" during the second movement of the third concerto. Originally one-third of The Contest Between Harmony and Invention, name these four concertos often paired with four sonnets by Antonio Vivaldi.",The Four Seasons,composition
"One character in this opera reflects on his childhood after looking at the ruins of his house in the aria Asile hereditaire. That character Arnold falls in love with the Princess Mathilde. The overture to this work features the Ranz des Vaches, and the protagonist is captured by Gessler after refusing to bow to a hat. This opera is famed for the cavalry charge from its overture and the hero sings Sois immobile telling his son to be still. For 10 points, name this Rossini work about a Swiss hero who is forced to shoot an apple off of his son's head.",William Tell,composition
"Two characters in this opera sing a duet in which they stutter due to the excitement of being reunited, shortly before Monostatos tries to destroy the temple. One of its arias, ""Hell's vengeance boils in my heart,"" reaches a (*) high F6. Two lovers in this opera are Papageno (pa-pa-GAY-no) and Papagena (pa-pa-GAY-na). Tamino meets the The Queen of the Night, who tries to convince her daughter Pamina to kill priest Sarastro in this work. For 10 points, name this opera about an enchanted instrument, by Wolfgang Amadeus Mozart.",The Magic Flute,composition
"A single lit candle appears on a chandelier in the upper area of this painting. A table on the left holds three fruits, and one more sits on the windowsill. Two discarded clogs lie on the hard wood floor, and a small brown dog in the foreground looks at the viewer. In the back, a convex mirror reflects the two central figures, and a large red bed waits for them on the far right. One of those two, a woman in a green dress who isn't actually pregnant, appears in, for 10 points, what Flemish painting depicting the titular merchant holding that woman's hand while he wears a black hat and dark wool coat, by Jan van Eyck?",Arnolfini Portrait,artwork
"Vincent van Gogh complimented the tones of ""bare earth"" found in the feet of one person depicted in this work. The asymmetrical groupings of figures in this painting were inspired by the artist's desire not to replicate a similar work by Thomas de Keyzer. One figure's shoulder casts a shadow that forms a mask over the central figure's eyes. Another figure in this work holds a list in his left hand and stands in front of a scroll displaying the artist's name. The lower right foreground of this work depicts a huge open book, likely a work of Vesalius. In this painting, seven figures with ruffed collars observe the forearm muscles of the criminal Aris Kindt being held up with a forceps. For 10 points, name this painting in which an Amsterdam surgeon performs a public dissection, a work of Rembrandt.",The Anatomy Lesson of Dr. glyph817icholas Tulp ,artwork
"This composer based his third string quartet on his score for the Paul Schrader film Mishima, while his ""Low"" and ""Heroes"" symphonies are based on David Bowie albums. This composer has frequently collaborated with the set designer Robert Wilson. Katsurbai and Mrs. Naidoo praise those who ""work not seeking gain"" in an opera by this man which partly takes place at the Tolstoy Farm and often utilizes chanting in Sanskrit. ""Trial"" and ""Train"" are acts in another of this composer's operas, which contains five knee plays and is named after a German physicist. For 10 points, name this minimalist composer whose Portrait Trilogy includes Satyagraha and Einstein on the Beach.",Philip Glass,composer
"Religious-inspired works by this man include his Jeremiah Symphony and Chichester Psalms. This man's compositions include the scores for the ballets Facsimile and Fancy Free, and he composed the music for the film On the Waterfront. The first American to conduct at Milan's La Scala opera house, this man conducted the New York Philharmonic from 1958 to 1969. For 10 points, name this American conductor and composer of Westside Story.",Leonard Bernstein,composer
"One work by this artist depicts the title group of merchants looking up at the viewer from across a table and was meant to be hung over a doorway. This artist of The Abduction of Europa and The Polish Rider depicted Christ preaching to a group of sick and poor followers in The Hundred Guilder Print. He often included his wife Saskia in his works. In his another painting, several men carrying pikes are shown in the background as light beams down on the leader of the militia unit. For 10 points, name this Dutch baroque artist of The Anatomy Lesson and the Night Watch.",Rembrandt,artist
"One composition by this man reflects the tendency of the Viennese to gossip, and its title may be translated as ""chit-chat."" This man wrote an operetta in which Saffi finds out she is the daughter of a Turkish Pasha, not a gypsy, the end of which sees Barinkay joins the Hussars. In addition to the Trisch-Trasch Polka and The Gypsy Baron, this man wrote a composition first titled ""Hand in Hand"" to welcome to Franz Josef to the court of Wilhelm II. His most famous composition is dedicated to the [*] river that runs through Vienna. For 10 points, name this composer of the The Emperor Waltz and On The Beautiful Blue Danube, who is known as the ""waltz king.""",Johann Strauss II,composer
"Included in his ""realistic songs"" is one entitled ""You Drunken Sot!"" One of his works began as incidental music to The Witch, while another includes the ""Hopak of the Young Ukranians"" and is an opera titled Sorochintsy Fair. His most well-known opera is based on a (*) Pushkin play and is called Boris Gudonov. For 10 points, name this composer who had many of his works completed by Rimsky- Korsakov and who composed a work about a witches' Sabbath, Night on Bald Mountain.",Modest Mussorgsky,composer
"One of this man's sculptures is incomplete in such a way that its head appears to be sealed in marble, leading to its nickname of Blockhead Slave. Another of his sculptures depicts a man with bulging veins and a furious gaze running his fingers through his long beard. That work, based on a mistranslation of the Old Testament Hebrew, depicts Moses with horns and was made for the tomb of Pope Julius II. For 10 points, name this Renaissance Italian sculptor, who also depicted Mary cradling the dead Jesus in his Pieta.",Michelangelo Buenarroti ,artist
"One of this artist's images shows a gangway that divides an upper deck full of men from a lower deck full of women, all recent immigrants from Bremen. He joined with people like Edward Steichen to form a group that advocated ""pictoralism."" This publisher of Camera Work joined F. Holland Day to lead the Photo-Secession movement. This photographer of The Steerage took many photos of the hands of a woman who painted pictures of (*) cattle skulls and flowers. For 10 points, name this American artist who took many photos of his wife, Georgia O'Keeffe.",Alfred Stieglitz,artist
"A suite by this composer scored for either string orchestra or wordless chorus opens with the instructions ""vague and mystic"". This composer's Twelve Etudes were composed after meeting Andrés Segovia. The most famous piece by this composer consists of a night poem, with voice vocalizing on ""Ah"" to start the piece and concluding the last third by humming, sung over pizzicato cello. A massive 20minute, single movement, solo piano piece of his is a ""portrait"" of Arthur Rubinstein titled (*) Rudepoêma. The second of nine suites in a collection by this composer concludes with a movement subtitled ""The Little Train of the Caipira"". An aria subtitled ""Cantilena"" is the first section of the fifth of those suites, which is scored for soprano and eight cellos. For 10 points, name this composer who fused Bach and Brazilian folk music in Bachianas Brasileiras.",Heitor Villa-Lobos,composer
"This work utilized materials from a rooftop at Bell Labs in order to match a certain distinctive color, and its original headgear was changed to a crown. The seven rays on the top of this work were built to represent the continents of the world, and one part of this work was designed by Richard Morris Hunt. A tablet appears in the left hand of the figure in this work, which also features broken shackles around the feet. This work also famously contains an engraving of the poem ""The New Colossus"" by Emma Lazarus. For 10 points, name this sculpture designed by Fredéric Bartholdi, which is located in New York Harbor as a gift from France.",Statue of Liberty,artwork
"One section of this piece depicts ""A Stormy Evening on the Sea"" during the homecoming of the main character, who had earlier met a Bedouin who performs ""Anitra's Dance."" A lullaby is sung by Solveig in the last of eight movements in this work sometimes arranged in two (*) suites. One section of this piece begins quietly with staccato eighth notes before frantically gaining in volume and tempo as the main character flees trolls, while during another an oboe and flute play as the sun rises. ""Morning Mood"" and ""In the Hall of the Mountain King"" are pieces from, for 10 points, what incidental music composed by Edvard Grieg for a Henrik Ibsen play?",Morning Mood,composition
"The finale of this composer's third symphony was marked Tempo di polacca [poe-LAH-kah]. One opera by this composer is based on Pushkin's poem about the Battle of Poltava, and another is based on Friedrich Schiller's poem about Joan of Arc. In addition to Mazeppa and The Maid of Orleans, this composer wrote a work in which the protagonist confuses the daughter of the sorcerer Von Rothbart with the princess Odette. Name this composer of the ballets Sleeping Beauty, Swan Lake, and The Nutcracker.",Pyotr Ilyich Tchaikovsky,composer
"The Latin Mass is the source of the titles of this composer's third symphony of this composer, who also wrote incidental music for a play by Rene Morax. This composer of A Christmas Cantata created a piece for solo flute for the play Dance of the Goat. This man's Amphion contains the notable Prelude, Fugue, and Postlude, and his Summer Pastoral was written for chamber orchestra. He collaborated with Ibert on his opera L'Aiglon, while Ida Rubinstein commissioned his Joan of Arc at the Stake. This critic of Satie collaborated with Cocteau on the opera Antigone, while his best known work is paired with Rugby and Mouvement Symphonique No. 3 and imitates the sound of a locomotive. For 10 points, name this member of Les Six, best known as the composer of Pacific 231.",Arthur Honegger,composer
"This man composed Primitive for a dance by Wilson Williams, and in one of his works which precedes his Freeman Etudes, he used the I Ching to determine which notes he would turn into aggregates. In addition to Six Melodies and Etudes Australes, he used Balinese gongs, automotive brake drums, and Turkish cymbals in the first of his Construction series, while a similarly unorthodox setup involving phonographs and amplifiers is used for his Imaginary Landscape No. 1. For 10 points, name this composer of a silent piano work, 4'33"".",John Cage,composer
"One character in this opera sings about his many loves in the aria ""Non so più cosa son, cosa faccio"" and jumps out of a window after hiding in a closet. That character also sings the aria ""Voi che sapete."" A pin conveying a secret meeting is lost by Barbarina at the beginning of Act Four. In Act Three, a contract is nullified after it is revealed the title character is the son of Marcellina and Bartolo. In this opera, both the page Cherubino and the Countess Rosina dress up as Susanna, whom Count Almaviva attempts to woo. Susanna is the bride of the title character who, in another work, serves as the Barber of Seville. For 10 points, name this opera by Wolfgang Amadeus Mozart.",The Marriage of Figaro,composition
"A gas of these atoms was cooled to create the first fermionic condensate. This element's bromate is a white powder which is used as a flour improver to strengthen dough. In fruit flies, the shaker gene codes for ion channels of this element, whose 40-isotope decays into argon. Hypokalemia is the abnormally low concentration of this element in the blood. This element's nitrate is known as saltpeter, and its namesake permanganate is a powerful oxidizing agent. This element's chloride is used as a sodium free substitute for table salt, and is also used in lethal injections. For 10 points, name this element found in bananas that is symbolized K.",Claude Monet,artist
"The influence of Robert Delauney can be seen in this artist's painting where a cat sits on a window sill looking out at the Eiffel Tower. A burning house, an army with red flags, and other scenes of violence float around Jesus Christ in another work. This artist used the image of a parachuting man in his Paris Through the Window and in a painting where a man holds a palette and has extra appendices on one hand. In addition to The White Crucifixion and Self-Portrait with Seven Fingers, this artist also painted a work where two houses and a woman are upside-down and a man with a green face stares at a large goat. For 10 points, name this Belarussian artist of I and the Village.",Marc Chagall,artist
"An earlier painting by the same artist bears this title Over the Rhone. One feature of this painting is often compared to a sketch of the Whirlwind Galaxy drawn by Lord Rosse in the 1840s. In addition to this feature which resembles a yin-yang symbol, the center of this painting also depicts a church spire rising into the sky. The foreground of this painting depicts Cyprus trees on the left rising towards the heavens. Depicting a view from outside the artist's sanatorium window in Saint-Remy, for 10 points, identify this most famous work of Vincent van Gogh.",The Starry Night,artwork
"Ira Gitler first coined the term ""sheets of sound"" to describe the style of this jazz musician, who ended one album with the ""musical narration"" of a poem that begins ""I will do all I can to be worthy of Thee, Oh Lord."" He collaborated with McCoy Tyner and Elvin Jones in his namesake quartet on albums such as First Meditations and Gleanings, and his famous chord substitutions based on major third cycles known as his namesake ""changes"" are first seen in the track ""Lazy Bird"" on Blue Train and later seen in ""Countdown"" and ""Naima."" For 10 points, name this saxophonist, whose albums include Giant Steps and A Love Supreme.",John Coltrane,composer
"One work based on this painting replaces figures on the left with nude pregnant women, is set in Korea, and is by Picasso. This painting also inspired a series of paintings featuring Emperor Maximilian by Manet. On the left side of this original painting, a stooping man with clenched fists is illuminated by a box-shaped lantern as he kneels between a man bearing a stigmata and a pile of dead bodies. The central white-shirted figure holds his hands outstretched in surrender as a line of grey-clad soldiers shoots him. For 10 points, identify this painting depicts the massacre of Spanish citizens by Napoleon's army on the title day, by Francisco de Goya.",The Disasters of War,artwork
"This artist used Claude Lorraine's The Embarkation of the Queen of Sheba as the model for a work with a very bright sun dead-center in the canvas. This painter of Dido Building Carthage also painted atmospheric scenes like Eruption of Vesuvius and The Burning of the Houses of Lords and Commons. Another of his paintings depicts sea monsters swimming near several drowning men in chains. He depicted a large black cloud obscuring a yellow sun in Snow Storm: Hannibal Crossing the Alps. This artist also painted a train of the Great Western Railway crossing a bridge during a storm. For 10 points, name this British painter of The Slave Ship and Rain, Steam, and Speed.",J. M. W. Turner,artist
"In one of his paintings, a nude woman sits facing the right, putting on long green socks; the wall on the left has his most famous painting in that work, The Models. Smokestacks and a bridge are in the background of another painting, which depicts a boy with a red cap holding his hands to his mouth while a reclining man in a bowler hat and his dog watch on from the left. His largest painting contains two dogs and a leashed monkey in the foreground and a lot of people with parasols. For 10 points, name this painter of Bathers at Asnieres and Sunday Afternoon on the Isle of La Grande Jatte, known for his use of pointillism.",Georges Seurat,artist
"This artist proposed an S-shaped ""line of beauty,"" which can be seen in his self-portrait, The Painter and his Pug. He depicted the fates of two apprentices, one lazy and the other hardworking, in a series of engravings titled Industry and Idleness. Another of his series includes such works as The Tete a Tete (TET ah TET) and warns against the dangers of money. This British satirist of Marriage a-la-mode is better known for another series of paintings chronicling Tom's descent into Bedlam. For 10 points, name this artist of A Rake's Progress.",William Hogarth,artist
"He restored most of Bramante's plan for St. Peter's Basilica as its major architect, and one of his works contains a supposed self-portrait of him in St. Bartholomew's flayed skin. He carved his name into Mary's sash in his (*) Pietà [pee-ay-tah], and this artist of The Last Judgement sculpted a young, relaxed marble David. For 10 points, name this artist who painted The Creation of Adam on the Sistine Chapel ceiling.",Michelangelo,artist
"One work by this man depicts a white marble Jesus on a black cross and is often known as the ""Escorial Crucifix."" His works include a bronze bust of the banker Bindo Altoviti, and a semicircular bronze relief entitled the Nymph of Fontainebleau. Two figures representing (*) Neptune and Earth lean away from each other in one of this man's works done in gold, and he sculpted a triumphant hero holding a Gorgon's head in another. For 10 points, name this Florentine goldsmith and sculptor of the Francis I's Salt Cellar and Perseus with the Head of Medusa.",Benvenuto Cellini,artist
"Samuel Barber, a friend of this opera's composer, was hurriedly brought in to finish its orchestration. The title character attempts to convince his mother that there is a star ""as big as a window"" outside their house after she calls him in, and the aria ""All These Beautiful Things"" is sung as the title character fetches all of his neighbors. At its end, the protagonist's (*) leg is healed and he goes off with Kaspar, Balthazar, and Melchior to see the Christ child. For 10 points, name this first opera specifically composed for television, a work of Gian Carlo Menotti.",Amahl and the Night Visitors,composition
"One of these works holds an open D, imitating a bagpipe drone, while the first of these pieces features E major descending thirds and 32nd-note ricochet arpeggios. The 9th features double stops imitating flutes and horns and is nicknamed ""The Hunt"". The 6th one of these compositions features a continuous left-hand tremolo and is nicknamed ""The Trill"", while the 13th is nicknamed ""The Devil's Laughter"". The last of these pieces, number 24, was quoted in Rachmaninoff's Rhapsody on a Theme of the composer of these works. For 10 points, name this collection of technically challenging studies for the violin composed by an Italian virtuoso.",Midnight on the Water (Mark O'Connor album),composition
"This composer wrote an opera containing the ""Song of the Indian Guest,"" which features the title character returning to his wife Lubava after becoming a wealthy man. This composer of Sadko also wrote a work in which the title figure melts after obtaining the ability to love called The Snow Maiden. This composer of The Golden Cockerel included the movement ""The Sea and Sinbad's Ship"" in one work, while his most famous work is an interlude as part of his Tale of Tsar Saltan. For 10 points, name this Russian composer of Scheherazade and ""Flight of the Bumblebee.""",Nikolai Rimsky-Korsakov,composer
"This composer produced a score for a movie based on a Yuri Tynyanov book about a fictional military officer. In another work by him, the son of the King of Clubs attempts to rescue princesses who are encased in the titular (*) citrus fruit. In addition to writing the Lieutenant Kije Suite and The Love for Three Oranges, this composer used a clarinet to represent a cat and a bassoon to represent the grandfather in a child-oriented work. For 10 points, name this Russian composer of Peter and the Wolf.",Sergei Prokofiev,composer
"This man outlined the remaining orchestration of one of his ballets before leaving for Russia to Andre Caplet, a friend who often helped finish his works. This composer of The Toy Box wrote a suite for his daughter Chou-Chou with sections named ""Doctor Gradus and Parnassum"" and ""Golliwog's Cakewalk."" This composer adapted a Stephane Mallarme work into a successful symphonic poem. One of his pieces is part of his larger Suite Bergamasque. For 10 points, name this French composer of Children's Corner, Prelude to the Afternoon of a Faun, and ""Clair de lune.""",Claude Debussy,composer
"One of this man's self portraits contains a skeletal arm parallel to the frame. This artist painted a red headed woman sinking her teeth into a slumped man's neck in Vampire and included such canvases as Puberty, Death in the Sickroom, and Angst in his Frieze of Life series. This artist painted a bright red and orange sky swirling into a blue river, which passes underneath a bridge where two passersby vanish on the left edge, and where the central figure clasps his head with his hands and performs the central action. For 10 points, name this Norwegian painter of The Scream.",Edvard Munch,artist
"One figure in this painting wears a necklace from which dangles a cross and clutches the branches of a tree. That tree has green, glowing fruit, and that figure almost entirely dominates the right side of the painting. In the background, a figure pokes its face out of an Orthodox church, and another figure walks with a scythe towards another figure. He, like two of the five houses in this painting, is upside down. Notable for its depiction of a huge green face looking into the eyes of a goat upon which another figure it milking a different goat, name this painting of Vitebsk, a work by Marc Chagall.",I and the Village,artwork
"An early work by this man was originally written for a work titled Ala and Lolly while he wrote Song about the Beaver and It were better for you, Judas to accompany another work. In addition to the Scythian Suite, this man's Opus 60 contains a troika movement written for a work based on the court of Emperor Paul. Another work by this man sees Truffaldino hired to make the Prince laugh and also sees Fata Morgana fall in love with the title fruits. In addition to Lieutenant Kije and The Love for Three Oranges, the most famous work by this man ends with one of the title characters taking another of the title character to the zoo and sees the grandfather represented by the bassoon. FTP, identify this composer of Peter and the Wolf.",Sergei Prokofiev,composer
"This composer of The Prayers of Kierkegaard wrote an opera in which Erika rejects the marriage proposals of Anatol, who then decides to take the lover of his deceased father. This composer of A Hand of Bridge and Vanessa wrote an overture for Richard Brinsley Sheridan's School for Scandal and composed two pieces entitled Essay for Orchestra. Another of his works contains a 4/2 time signature and employs an arch form, as the melody is passed along and altered amongst the violins, violas, and cellos. For 10 points, name this American composer of Adagio for Strings.",Samuel Barber,composer
"This composer created one of the very first roles of the Lutheal instrument in his Tzigane, and his piano duet written for Mimi and Jean Godebski is entitled Mother Goose. ""The Valley of Bells"" and ""A Boat on the Ocean"" are two sections of his difficult Miroirs, and he included ""Ondine"" and ""Le Gibet"" in his piano work meant to be more difficult than Balakirev's Islamey, Gaspard de la nuit. The end of one work features an eight bar shift from C major to E major right before bass drum and cymbals make their first entrance reinforcing the ostinato first played by the snare drums. For 10 points, name this composer, who created Pavane for a Dead Princess and the repetitive Bolero.",Maurice Ravel,composer
"In the background of this painting, four people in white are rowing a boat headed by a man in blue. A man with a top hat holds a cane while staring out to the left, and a man in a rowing shirt smokes a pipe next to a brown dog while two soldiers facing away can be seen in the back of this painting. In this painting, two ladies sit on the ground, one with a blue [*] umbrella, the other holding flowers, and in the background are several boats sailing in the river. On the right, a woman holding an umbrella holds a monkey on a leash. For 10 points, name this pointillist painting that depicts people relaxing on the banks of the Seine by Georges Seurat.",A Sunday Afternoon on the Island of La Grande Jatte,artwork
"A pale, severed hand clutching a bird on a table before a thunderstorm appears in this artist's The Difficult Crossing. He painted an artist painting a hummingbird from an egg in Clairvoyance, and he depicted the titular figure leaving a naked woman on a red couch as he pauses by a gramophone in The Menaced Assassin. This painter also painted a giant apple occupying the titular space in The Listening Room. Bowler hats and pears are recurring themes in many of his works, and a black train emerges halfway from a fireplace in Time Transfixed. For 10 points, name this Belgian surrealist and painter of The Treachery of Images, which depicts the phrase ""Ceci n'est pas une pipe.""",René Magritte,artist
"This artist included the works Purple Jumping Man and Green Car Crash in his Death and Disaster series. Valerie Solanas attacked this man, who also directed the five hour long film Sleep. His use of silkscreens at his studio, known as ""The Factory,"" helped him produce different depictions of celebrities, such as Mao Zedong and Marilyn Monroe. For 10 points, name this leader of the Pop Art movement known for coining the phrase ""fifteen minutes of fame"" and for his depictions of everyday objects like Campbell Soup cans.",Andy Warhol,artist
"One of this artist's works, featuring massive conglomerations of body parts against a desert landscape, is subtitled ""Premonition of Civil War"". A fish watches a landscape turn into a series of blocks in a work by this artist of Soft Construction with Boiled Beans, which shows the disintegration of his most famous work. One of his works show animals transforming into the image of different animals in a pool. This artist's most famous work depicts yellow clifs in its upper left corner and an orange object crawling with ants. For 10 points, name this Spanish surrealist artist of Swans Reflecting Elephants who painted melting watches in his The Persistence of Memory.",Salvador Dalí,artist
"This artist depicted winged angels playing musical instruments in the side panel to his Virgin of the Rocks. This artist of a portrait of Ginevra de Benci was taught by Verrocchio (ver-OH-kee-oh). This artist sketched a man whose arms and legs are shown in two different positions inscribed within a circle and a square in The Vitruvian Man. Another of this man's works had a mustache scrawled on it by Marcel Duchamp and is also called La Gioconda. For 10 points, name this Italian painter of a famous enigmatic smile in the Mona Lisa.",Leonardo da Vinci,artist
"This musical composition asks ""Why do the nations so furiously rage together?"" in a section about ""The Rejection."" Mozart eliminated the organ continuo in his adaptation of it. This work includes a Sinfony movement in the style of a French Overture and a pastoral Pifa movement, which describes the annunciation of the (*) shepherds. Charles Jennens wrote the scriptural text to accompany this work. During the title figure's ""Ultimate Victory,"" the choir sings that ""he shall reign forever and ever"" in the Hallelujah Chorus. For ten points, name this oratorio that commemorates the story of Jesus, composed by George Frideric Handel.",Messiah,composition
"One opera by this composer begins with a prelude repeating ""Open are the double doors of the horizon/Unlocked are its bolts."" That opera by this composer contains a second-act recitation of Psalm 104, following a duet in which the title character reads love poems to his wife, who is in a lower register. Another opera by this composer contains an electric organ accompanying repeating countdowns as well as ""All Men are Equal"" and ""Mr. Bojangles"" in its first ""Trial,"" which precedes the second of the five ""knee plays."" For 10 points, name this minimalist composer of Satyagraha, Akhenaten, and Einstein on the Beach.",Philip Glass,composer
"This artist painted ships and men in the foreground as an enormous volcano erupts in the background in his Eruption of Vesuvius. This artist, whose painting of a Steam-Boat off a Harbour's Mouth supposedly resulted from when he lashed himself to a ship's mast, painted shackles floating in the water in a work depicting a ""Typhoon coming on."" In another work, this artist of The Slave Ship painted a rabbit running across a track of ""The Great Western Railway."" For 10 points, name this British painter of misty canvases like Rain, Steam, and Speed.",,artist
"The title character of his only opera sings the aria ""Die letzte Hoffnung Schwindet"" and is named Genoveva, while his first symphony was an unfinished work named after his hometown Zwickau. His first published work was dedicated to a fictional countess and is based on themes to the sequence ""A B-flat E G G."" One of this man's works includes the sections ""Dreaming,"" ""The Poet Speaks,"" and ""Of Foreign Lands and people,"" and is called Kinderszenen, while another of his works was inspired by a work of E. T. A. Hoffman and was dedicated to Frederick Chopin. In addition to Kreisleriana, he composed a suite of piano pieces titled Papillons, while one of his orchestral works depicts the Archbishop of Cologne within its five movements. For 10 points, name this German composer, husband of Clara, who created the Spring Symphony, and the Rhenish Symphony",Robert Schumann,composer
"Three oranges sit on the table to the left of one figure in this painting. Hanging from a bedpost on the right is a small broom, and a pair of clogs sit at the feet of the figure on the left. In between the two central figures, stands a small, brown dog. The entire scene of this painting can be seen reflected back in a mirror hanging on the back-center of the wall. The figure on the right is dressed in green and visibly pregnant. Her hand is held by the figure on the left, who sports a large black hat. For 10 points, this is what painting celebrating the marriage of the title Italian merchant by Jan Van Eyck?",Arnolfini Portrait,artwork
"One couple in this painting is surrounded by about two dozen floating, golden-hearted white roses. The rightmost third of this painting has a background of gold-tipped trees in an orange grove. In this painting, a pinkish silk cloak with flower embroidery is carried leftward by a Hora, a goddess of the seasons, and Chloris holds onto the winged Zephyrus as he blows a rightward breeze. The title figure covers a breast with one hand and holds her red hair in front of her legs with the other. For 10 points, name this painting of a Greek goddess emerging atop a seashell, by Sandro Botticelli.",The Birth of Venus,artwork
"A James Moody flute solo opens this man's ""Kush,"" which appears on Swing Low, Sweet Cadillac, and he got together Sonny Stitt and Sonny Rollins to record Sonny Side Up. The composer of ""Con Alma"" and ""Groovin' High,"" he helped create Afro-Cuban jazz with songs like ""Manteca,"" and he also wrote (*) ""Salt Peanuts"" and ""A Night in Tunisia."" One of the pioneers of bebop, he's famous for collaborating with Stan Getz and, earlier, Charlie Parker. For 10 points, name this jazz musician known for an iconic bent trumpet.",Dizzy Gillespie,composer
